id,Age,Annual_Income_USD,Daily_Commute_km,Number_of_Cars_Owned,Charging_Stations_Near_Home,Charging_Stations_Near_Work,Environmental_Concern_Level,Gender,City_Type,Current_Car_Type,Home_Charging_Possible,Subsidy_Available,Range_Anxiety_Level,Will_Buy_EV
6440,29,49191,48.7,2,3,6,4,Male,Suburban,Hatchback,Yes,No,Low,No
6441,41,101814,30.4,1,6,8,5,Female,Urban,Sedan,No,Yes,Low,No
6442,61,114491,47.7,1,14,16,3,Female,Urban,SUV,Yes,No,Low,No
6443,38,61825,23.6,2,7,7,5,Female,Urban,Hatchback,No,No,Medium,No
6444,34,121954,36.3,3,2,13,1,Male,Urban,Sedan,Yes,Yes,Low,No
6445,66,30000,5,1,1,6,2,Male,Suburban,Sedan,No,Yes,Medium,No
6446,34,121669,45.8,2,5,7,5,Male,Suburban,Sedan,Yes,Yes,Low,Yes
6447,49,93562,12.6,3,14,11,5,Male,Urban,Hatchback,No,Yes,Low,Yes
6448,52,98583,45.7,3,5,10,1,Female,Urban,SUV,No,Yes,Medium,No
6449,61,107936,5,3,6,5,4,Male,Suburban,Sedan,Yes,No,Low,Yes
6450,40,139937,24.6,2,7,3,1,Male,Suburban,Sedan,No,Yes,High,No
6451,52,123852,39,3,3,3,5,Female,Suburban,Sedan,Yes,Yes,Low,Yes
6452,60,94686,54,1,0,2,4,Male,Suburban,Sedan,Yes,No,Low,No
6453,54,61726,65.1,2,9,3,5,Male,Urban,SUV,No,No,Medium,No
6454,40,94878,60.9,2,4,9,2,Female,Urban,SUV,No,Yes,Medium,No
6455,53,107761,5,1,0,9,2,Female,Suburban,SUV,Yes,No,Low,No
6456,37,87712,31.1,2,1,3,2,Male,Rural,SUV,Yes,Yes,Low,No
6457,65,82882,32,2,2,2,1,Female,Rural,Sedan,Yes,No,Low,No
6458,66,78911,51.7,2,4,4,1,Female,Suburban,SUV,No,No,Medium,No
6459,64,102281,32,2,5,5,5,Male,Urban,Sedan,No,No,Medium,No
6460,31,102311,57.4,2,9,7,2,Male,Urban,Sedan,No,Yes,Medium,No
6461,57,30000,50.2,1,2,2,3,Male,Rural,SUV,Yes,No,Low,No
6462,55,96481,33,2,9,14,3,Female,Urban,SUV,No,Yes,Medium,No
6463,69,87998,5,2,2,2,2,Male,Rural,Sedan,No,No,Medium,No
6464,52,61183,45.1,1,12,14,2,Male,Urban,SUV,Yes,No,Low,No
6465,46,30000,5,3,5,8,1,Female,Urban,Sedan,Yes,No,Low,No
6466,64,73361,76.1,2,8,18,4,Female,Urban,Sedan,No,Yes,Medium,No
6467,40,96767,51.6,1,6,3,1,Female,Suburban,Sedan,Yes,No,Low,No
6468,33,54729,5,1,2,1,3,Male,Rural,Sedan,Yes,Yes,Low,No
6469,45,88603,56.9,3,0,0,3,Female,Rural,Hatchback,Yes,No,Low,No
6470,45,78957,29.3,2,0,8,4,Male,Suburban,Sedan,Yes,No,Low,No
6471,60,109294,5,1,12,9,2,Male,Urban,SUV,No,Yes,Low,No
6472,52,130680,23.8,2,6,3,4,Male,Suburban,Sedan,Yes,No,Low,No
6473,50,90912,38,2,6,9,5,Male,Urban,Sedan,Yes,Yes,Low,No
6474,39,102310,70.9,2,0,3,5,Male,Rural,Sedan,Yes,Yes,Low,Yes
6475,58,110587,31.8,3,0,3,4,Male,Rural,Hatchback,Yes,Yes,Low,Yes
6476,26,86664,5,2,1,3,3,Male,Rural,Sedan,Yes,Yes,Low,No
6477,57,89340,31.7,1,0,3,1,Male,Rural,Hatchback,Yes,No,Low,No
6478,44,132225,32.3,1,11,4,1,Female,Urban,Sedan,Yes,Yes,Low,No
6479,44,74099,5,2,0,3,3,Female,Rural,Hatchback,Yes,No,Low,No
6480,47,130953,66.2,2,2,1,3,Male,Rural,Sedan,Yes,Yes,Low,No
6481,53,87083,36,2,7,9,2,Female,Suburban,SUV,No,Yes,Low,No
6482,35,60467,41,1,3,4,3,Female,Suburban,SUV,Yes,Yes,Low,No
6483,42,81815,22,1,5,6,1,Male,Suburban,SUV,Yes,No,Low,No
6484,29,86491,32.9,2,2,2,5,Male,Rural,Truck,Yes,Yes,Low,Yes
6485,36,69005,5,2,11,10,4,Male,Urban,Sedan,Yes,No,Low,No
6486,46,133736,5,1,3,4,1,Male,Urban,Sedan,Yes,Yes,Low,No
6487,60,30000,52.4,1,0,9,1,Male,Suburban,SUV,Yes,No,Low,No
6488,59,80968,46.6,3,0,3,4,Male,Rural,Sedan,Yes,Yes,Low,No
6489,61,113072,22,3,1,4,4,Male,Suburban,SUV,Yes,Yes,Low,No
6490,57,72897,26.5,2,10,18,3,Male,Urban,Sedan,Yes,No,Low,No
6491,27,141034,25.6,2,3,11,1,Female,Urban,Sedan,No,Yes,Low,No
6492,48,71095,35.3,2,11,8,1,Male,Urban,Truck,No,Yes,Low,No
6493,67,83682,50.3,2,4,7,3,Male,Urban,SUV,No,Yes,Medium,No
6494,57,30000,51.8,2,3,9,1,Male,Suburban,Sedan,Yes,Yes,Low,No
6495,49,30000,39,2,8,13,1,Female,Urban,Sedan,No,No,Medium,No
6496,50,67598,5,2,1,0,2,Female,Rural,Sedan,Yes,No,Low,No
6497,62,73361,41.4,1,5,11,3,Male,Urban,Truck,No,No,Low,No
6498,53,82437,35.6,1,14,13,1,Other,Urban,SUV,Yes,Yes,Low,No
6499,37,86939,28.4,1,7,3,4,Male,Suburban,SUV,Yes,Yes,Low,Yes
6500,49,95585,5,2,3,11,2,Female,Urban,Sedan,No,No,Low,No
6501,45,51511,30.2,2,13,16,3,Male,Urban,Sedan,Yes,Yes,Low,No
6502,37,81050,40.6,1,8,18,2,Male,Urban,Sedan,Yes,Yes,Low,No
6503,58,95894,52.9,3,2,17,1,Female,Urban,Hatchback,No,Yes,Low,No
6504,56,30000,48.2,1,5,4,3,Female,Suburban,Sedan,Yes,No,Low,No
6505,46,134585,59.7,2,4,7,1,Male,Urban,SUV,No,No,High,No
6506,30,75874,51.9,1,7,6,4,Female,Suburban,SUV,Yes,No,Low,No
6507,57,83953,11.9,2,3,6,5,Female,Suburban,Sedan,Yes,Yes,Low,No
6508,27,83730,47.4,1,0,0,5,Female,Rural,SUV,Yes,Yes,Low,Yes
6509,42,62351,5,1,14,7,2,Male,Urban,Hatchback,No,No,Low,No
6510,27,118034,24.6,1,12,4,5,Male,Urban,Sedan,Yes,Yes,Low,Yes
6511,50,58922,35.3,1,2,1,1,Male,Rural,SUV,Yes,Yes,Low,No
6512,68,78237,34.7,3,1,2,4,Female,Suburban,SUV,Yes,Yes,Low,No
6513,50,80590,43.4,2,3,6,3,Male,Suburban,Sedan,Yes,Yes,Low,No
6514,49,106769,15.9,3,3,7,4,Male,Urban,SUV,Yes,No,Low,No
6515,67,75541,53.1,2,5,8,3,Female,Suburban,SUV,Yes,Yes,Low,No
6516,64,60467,46.6,1,7,1,1,Male,Suburban,Sedan,Yes,No,Low,No
6517,52,91732,22.7,1,0,7,5,Male,Suburban,Sedan,Yes,No,Low,No
6518,26,63386,40.3,1,3,6,4,Female,Suburban,SUV,Yes,Yes,Low,No
6519,52,96100,16.4,4,6,4,3,Female,Suburban,Sedan,Yes,No,Low,No
6520,45,65757,33.7,2,10,12,1,Female,Urban,Sedan,No,Yes,Low,No
6521,59,30000,53.3,1,11,3,3,Male,Urban,SUV,No,Yes,Medium,No
6522,42,92494,52,2,4,18,1,Male,Urban,SUV,Yes,No,Low,No
6523,46,130734,26.5,2,1,1,3,Male,Rural,SUV,Yes,No,Low,No
6524,43,51330,46.6,2,11,3,1,Female,Urban,Truck,No,No,Low,No
6525,64,121293,41.9,2,9,19,1,Female,Urban,Sedan,Yes,Yes,Low,No
6526,30,107845,53.3,1,0,1,1,Male,Suburban,Truck,Yes,No,Low,No
6527,49,90134,58.2,1,13,12,2,Female,Urban,Sedan,Yes,No,Low,No
6528,44,82870,5,3,1,3,5,Male,Rural,Sedan,Yes,Yes,Low,No
6529,66,80731,54,2,2,1,1,Female,Rural,Sedan,Yes,Yes,Low,No
6530,65,46947,35.4,2,2,8,5,Male,Suburban,SUV,Yes,Yes,Low,No
6531,29,55977,16.8,2,1,3,4,Female,Suburban,SUV,Yes,Yes,Low,No
6532,25,136543,33,3,0,2,4,Male,Rural,Sedan,Yes,Yes,Low,No
6533,31,118089,21,1,2,3,5,Female,Rural,Sedan,Yes,Yes,Low,No
6534,52,104533,24.6,1,2,3,2,Female,Suburban,SUV,Yes,Yes,Low,No
6535,69,96419,5,2,4,9,5,Female,Suburban,Sedan,No,Yes,Low,No
6536,46,44910,48.6,2,1,3,3,Female,Rural,Sedan,Yes,Yes,Low,No
6537,32,134476,59.7,2,7,17,5,Male,Urban,SUV,No,Yes,Low,Yes
6538,35,133854,28.5,2,7,7,4,Male,Suburban,Sedan,Yes,Yes,Low,Yes
6539,62,148948,22.8,2,6,4,3,Female,Suburban,SUV,Yes,Yes,Low,No
6540,55,93486,28.8,1,2,7,2,Female,Suburban,Hatchback,Yes,No,Low,No
6541,51,75541,21.2,2,11,4,2,Male,Urban,Sedan,Yes,Yes,Low,No
6542,51,82903,50.2,1,7,8,4,Female,Urban,Sedan,No,No,Medium,No
6543,38,60770,38.2,1,5,17,2,Female,Urban,SUV,No,Yes,Low,No
6544,56,88754,34.1,2,0,8,3,Female,Suburban,Sedan,Yes,No,Low,No
6545,36,166587,54.4,2,12,16,5,Male,Urban,Sedan,No,Yes,Low,No
6546,30,118904,45.3,2,7,14,5,Male,Urban,SUV,No,Yes,Low,Yes
6547,45,134433,32.5,2,0,2,1,Female,Suburban,SUV,Yes,No,Low,No
6548,38,30000,5,1,2,3,1,Female,Rural,Sedan,Yes,No,Low,No
6549,54,88889,59.8,1,0,1,5,Female,Suburban,Sedan,No,No,Medium,No
6550,63,75480,23.9,2,4,8,1,Female,Urban,Sedan,No,Yes,Low,No
6551,53,90751,38.8,3,3,6,2,Female,Suburban,Truck,Yes,No,Low,No
6552,55,97574,27,2,14,13,3,Male,Urban,Hatchback,Yes,Yes,Low,No
6553,54,88616,60.4,2,5,19,5,Female,Urban,Sedan,No,Yes,Medium,Yes
6554,43,81533,11.8,2,14,9,2,Male,Urban,SUV,No,Yes,Low,No
6555,60,115518,45.7,1,4,2,4,Male,Suburban,SUV,Yes,Yes,Low,No
6556,26,87779,43.5,2,1,1,4,Female,Rural,SUV,Yes,No,Low,No
6557,48,93957,12.4,3,0,4,4,Male,Suburban,Sedan,Yes,Yes,Low,No
6558,41,79923,41.6,1,0,3,4,Male,Rural,Sedan,Yes,No,Low,No
6559,44,112352,49,1,5,5,5,Male,Suburban,Hatchback,Yes,Yes,Low,Yes
6560,45,132969,46.8,1,2,2,1,Female,Rural,Sedan,Yes,No,Low,No
6561,56,52416,41.6,1,4,19,1,Male,Urban,Sedan,No,Yes,Low,No
6562,29,85342,61.1,4,12,19,1,Male,Urban,Hatchback,Yes,No,Low,No
6563,69,43932,56.1,2,0,2,2,Female,Rural,Hatchback,Yes,Yes,Low,No
6564,47,99638,15.9,1,0,3,2,Female,Rural,SUV,Yes,No,Low,No
6565,32,103547,5,1,7,11,3,Male,Urban,Sedan,No,No,Low,No
6566,28,127763,21.8,1,0,0,5,Male,Rural,SUV,Yes,Yes,Low,No
6567,65,80465,31.5,2,4,4,3,Female,Suburban,Truck,Yes,Yes,Low,No
6568,40,81050,5,1,3,10,3,Male,Urban,Sedan,No,Yes,Low,No
6569,35,99102,31.7,2,0,0,2,Male,Rural,SUV,Yes,Yes,Low,No
6570,40,96382,29.7,1,4,3,3,Female,Suburban,Sedan,Yes,No,Low,No
6571,51,83086,13.1,1,7,9,2,Female,Urban,Truck,No,Yes,Low,No
6572,66,67575,46.5,1,3,9,3,Male,Suburban,Hatchback,Yes,Yes,Low,No
6573,60,30000,66.9,1,2,3,1,Female,Rural,SUV,Yes,Yes,Low,No
6574,30,30000,5,2,12,10,5,Male,Urban,Sedan,No,No,Low,No
6575,29,95793,41.1,2,1,1,4,Female,Rural,Sedan,Yes,Yes,Low,Yes
6576,29,102773,55.8,1,0,7,4,Male,Suburban,SUV,Yes,Yes,Low,No
6577,51,81812,35.8,1,13,6,2,Female,Urban,SUV,No,Yes,Low,No
6578,55,74205,48.1,3,3,6,5,Female,Urban,Sedan,Yes,Yes,Low,No
6579,42,67838,20.7,1,9,17,1,Female,Urban,SUV,No,No,Low,No
6580,37,121433,16.4,1,7,6,2,Female,Suburban,SUV,No,Yes,Low,No
6581,67,96437,33,1,3,6,3,Male,Suburban,Hatchback,Yes,No,Low,No
6582,65,82870,60.1,2,4,8,4,Male,Urban,Sedan,Yes,No,Low,No
6583,44,111242,5,3,3,2,4,Male,Suburban,SUV,Yes,Yes,Low,Yes
6584,42,30000,47.6,1,1,3,1,Female,Suburban,Sedan,Yes,No,Low,No
6585,42,106442,38.8,1,4,1,2,Female,Suburban,SUV,Yes,Yes,Low,No
6586,58,83745,44.7,2,12,9,2,Male,Urban,SUV,No,Yes,Low,No
6587,40,116852,41.5,2,4,3,2,Male,Suburban,Sedan,Yes,Yes,Low,No
6588,31,133945,22.3,2,3,8,1,Male,Suburban,Hatchback,Yes,No,Low,No
6589,28,30000,5,1,7,13,5,Male,Urban,SUV,Yes,No,Low,No
6590,58,95896,22.7,1,1,7,4,Male,Suburban,Sedan,Yes,Yes,Low,Yes
6591,32,76959,5,2,7,7,3,Female,Suburban,SUV,Yes,No,Low,No
6592,53,73678,5,4,5,1,1,Female,Suburban,SUV,Yes,Yes,Low,No
6593,52,61541,37.5,2,2,12,1,Male,Urban,Hatchback,No,No,Low,No
6594,66,84440,41.6,2,3,5,2,Female,Urban,Sedan,No,Yes,Medium,No
6595,34,30000,58.7,2,8,4,5,Female,Urban,Sedan,No,Yes,Low,Yes
6596,35,80960,28,3,1,0,2,Male,Rural,SUV,Yes,Yes,Low,No
6597,45,94888,23.5,1,6,2,2,Male,Suburban,Sedan,Yes,Yes,Low,No
6598,47,124835,16.6,1,2,5,5,Male,Suburban,SUV,No,Yes,Medium,No
6599,41,30000,5,2,6,2,4,Male,Suburban,SUV,Yes,Yes,Low,No
6600,63,76945,5,2,7,3,4,Female,Suburban,SUV,No,No,Low,No
6601,50,93562,43.6,1,1,5,2,Male,Suburban,Sedan,No,Yes,Medium,No
6602,41,30000,27.4,2,2,1,5,Male,Rural,Hatchback,Yes,No,Low,No
6603,55,75480,32.1,1,14,15,4,Male,Urban,SUV,No,Yes,Low,Yes
6604,64,30000,26.6,1,2,4,2,Male,Suburban,SUV,Yes,Yes,Low,No
6605,36,69060,5,3,8,19,5,Male,Urban,Sedan,No,Yes,Low,Yes
6606,38,93486,5,1,5,5,1,Male,Urban,Sedan,Yes,Yes,Low,No
6607,39,100703,5,3,5,4,3,Male,Urban,SUV,No,No,Low,No
6608,45,94048,48.2,3,0,1,4,Male,Rural,SUV,Yes,Yes,Low,No
6609,44,79417,41,1,5,6,2,Male,Urban,Sedan,Yes,No,Low,No
6610,56,55962,20.9,1,0,2,3,Female,Rural,Sedan,Yes,Yes,Low,No
6611,41,124432,26.8,2,0,0,4,Male,Rural,Sedan,Yes,No,Low,No
6612,51,73490,5,2,10,7,5,Male,Urban,Sedan,No,No,Low,No
6613,33,30000,5,1,6,2,4,Male,Suburban,Sedan,Yes,Yes,Low,No
6614,54,93963,5,1,10,7,4,Female,Urban,SUV,No,Yes,Low,Yes
6615,58,96710,47.8,1,8,11,2,Female,Urban,Hatchback,No,No,Medium,No
6616,53,134900,21.8,2,3,8,5,Male,Suburban,Sedan,Yes,Yes,Low,Yes
6617,28,72638,55.4,2,0,0,1,Female,Rural,Sedan,Yes,Yes,Low,No
6618,27,87942,5,2,7,11,5,Male,Urban,SUV,No,Yes,Low,Yes
6619,56,85894,5,2,4,16,4,Male,Urban,SUV,Yes,No,Low,No
6620,65,76978,5,2,7,2,2,Male,Suburban,Truck,Yes,No,Low,No
6621,39,114444,44,2,10,5,1,Male,Urban,Sedan,No,Yes,Low,No
6622,54,69726,47.5,2,1,1,4,Male,Rural,Sedan,Yes,Yes,Low,No
6623,64,30000,48.6,2,9,6,2,Male,Urban,Sedan,No,No,Medium,No
6624,52,74450,36.7,2,3,6,5,Male,Urban,Truck,Yes,Yes,Low,No
6625,55,136480,58.4,2,3,11,4,Female,Urban,SUV,Yes,Yes,Low,No
6626,41,73479,36.6,1,1,3,3,Male,Suburban,Sedan,Yes,Yes,Low,No
6627,34,125664,29.7,1,4,8,5,Female,Suburban,SUV,Yes,Yes,Low,No
6628,59,85426,5,1,13,6,5,Female,Urban,Sedan,No,Yes,Low,Yes
6629,59,91824,42.1,3,10,15,4,Male,Urban,Sedan,No,No,Low,No
6630,27,79898,34.9,2,4,5,5,Male,Suburban,Sedan,Yes,No,Low,No
6631,43,30000,5,2,1,4,5,Female,Suburban,Truck,Yes,No,Low,No
6632,31,77420,38.9,2,4,5,2,Male,Suburban,Sedan,Yes,No,Low,No
6633,52,140983,5,2,13,16,2,Female,Urban,Sedan,No,Yes,Low,No
6634,28,143987,5,2,0,9,5,Male,Suburban,Sedan,Yes,Yes,Low,No
6635,49,30000,36.8,1,3,5,3,Male,Suburban,SUV,Yes,Yes,Low,No
6636,42,89564,41.3,1,0,0,3,Female,Rural,Sedan,Yes,Yes,Low,No
6637,55,99619,47.5,1,2,5,3,Male,Suburban,Sedan,Yes,No,Low,No
6638,68,30000,25.5,2,7,9,1,Female,Urban,Sedan,Yes,No,Low,No
6639,32,67817,15.4,2,0,0,1,Male,Rural,Truck,Yes,Yes,Low,No
6640,51,105576,42.3,2,0,3,4,Female,Rural,Sedan,Yes,Yes,Low,Yes
6641,58,61726,5,1,3,2,4,Female,Suburban,Sedan,Yes,No,Low,No
6642,55,87460,38.2,1,1,7,3,Female,Suburban,Sedan,Yes,No,Low,No
6643,30,92813,40.9,2,14,17,5,Male,Urban,Sedan,Yes,Yes,Low,Yes
6644,46,64908,5,2,2,1,5,Male,Suburban,Sedan,Yes,Yes,Low,No
6645,69,67628,20.3,1,1,3,5,Female,Rural,SUV,Yes,Yes,Low,Yes
6646,43,81952,39,1,4,3,3,Female,Suburban,SUV,Yes,Yes,Low,No
6647,67,30000,5,1,14,8,3,Male,Urban,SUV,No,Yes,Low,No
6648,53,122876,31.7,1,2,2,4,Male,Rural,SUV,Yes,Yes,Low,No
6649,61,114964,41.2,2,5,7,4,Male,Suburban,SUV,Yes,Yes,Low,Yes
6650,43,57868,5,1,11,7,4,Female,Urban,Sedan,No,No,Low,No
6651,56,112498,5,2,7,11,2,Male,Urban,Sedan,No,Yes,Low,No
6652,38,58937,5,1,1,2,2,Female,Rural,Hatchback,Yes,No,Low,No
6653,53,30000,5,1,3,9,4,Male,Suburban,SUV,Yes,Yes,Low,No
6654,30,30000,5,1,0,3,2,Male,Suburban,SUV,Yes,Yes,Low,No
6655,50,123797,32.5,1,7,17,2,Male,Urban,Sedan,No,Yes,Low,No
6656,50,93478,5,1,3,7,2,Male,Suburban,SUV,Yes,No,Low,No
6657,48,83066,37.2,1,9,4,5,Female,Urban,Sedan,No,No,Low,No
6658,49,59412,5,1,7,8,1,Male,Suburban,Sedan,Yes,Yes,Low,No
6659,32,30000,45.9,2,7,1,3,Male,Suburban,Hatchback,Yes,No,Low,No
6660,69,61610,46.4,3,4,10,3,Female,Urban,Hatchback,No,Yes,Medium,No
6661,58,69961,55,1,14,13,5,Male,Urban,Sedan,Yes,Yes,Low,Yes
6662,33,97655,46.9,3,2,0,1,Male,Rural,Sedan,Yes,Yes,Low,No
6663,69,87818,21.3,2,2,9,4,Female,Suburban,SUV,Yes,Yes,Low,No
6664,67,104084,5,1,1,1,4,Female,Rural,Sedan,Yes,Yes,Low,Yes
6665,41,30000,23.8,2,11,19,2,Female,Urban,Hatchback,Yes,Yes,Low,No
6666,60,71040,39.7,2,0,9,2,Female,Suburban,Sedan,Yes,No,Low,No
6667,45,87942,29.8,2,6,1,1,Male,Suburban,Sedan,Yes,Yes,Low,No
6668,31,81530,58,1,0,3,2,Male,Rural,SUV,Yes,No,Medium,No
6669,61,90557,42.4,2,2,2,4,Other,Rural,Sedan,Yes,Yes,Low,Yes
6670,34,74597,5,1,7,5,3,Female,Suburban,Sedan,Yes,No,Low,No
6671,27,81844,5,2,6,16,3,Female,Urban,SUV,No,Yes,Low,No
6672,69,69060,61.9,2,11,6,5,Female,Urban,Hatchback,Yes,Yes,Low,Yes
6673,54,85894,51,1,9,19,2,Female,Urban,Sedan,No,Yes,Low,No
6674,42,30000,5,3,7,17,5,Male,Urban,Sedan,No,Yes,Low,No
6675,34,61541,25.6,1,7,4,5,Male,Urban,Sedan,Yes,Yes,Low,No
6676,54,84906,49.7,2,0,4,2,Male,Suburban,SUV,Yes,No,Low,No
6677,36,93085,5,3,2,3,2,Male,Rural,SUV,Yes,No,Low,No
6678,29,87761,5,2,11,18,4,Male,Urban,Sedan,Yes,Yes,Low,Yes
6679,45,73580,5,2,11,17,2,Male,Urban,Sedan,No,Yes,Low,Yes
6680,26,82768,22.6,3,8,11,5,Male,Urban,SUV,Yes,Yes,Low,Yes
6681,53,129958,22.8,2,4,11,2,Male,Urban,SUV,No,Yes,Low,No
6682,61,114739,5,1,3,9,2,Male,Suburban,SUV,Yes,Yes,Low,No
6683,50,115823,31.7,2,2,5,2,Female,Suburban,Hatchback,Yes,No,Low,No
6684,56,99762,5,2,3,5,4,Male,Suburban,Sedan,No,No,Low,No
6685,59,66492,5,2,0,1,2,Female,Rural,Sedan,Yes,No,Low,No
6686,27,54545,43.7,1,6,3,1,Female,Suburban,SUV,No,No,Medium,No
6687,56,74499,5,2,2,0,4,Female,Rural,SUV,Yes,Yes,Low,Yes
6688,62,82394,58.5,1,4,7,2,Male,Suburban,Hatchback,Yes,Yes,Low,No
6689,31,94032,39.2,1,5,6,1,Male,Suburban,Sedan,No,Yes,Medium,No
6690,50,113631,51.9,2,1,0,5,Male,Rural,Sedan,Yes,Yes,Low,Yes
6691,52,87338,31.5,2,7,2,1,Other,Suburban,Sedan,No,Yes,Medium,No
6692,33,92864,36.8,2,1,2,4,Female,Rural,SUV,Yes,Yes,Medium,No
6693,46,99622,12.1,2,5,14,5,Female,Urban,Hatchback,No,Yes,Low,Yes
6694,36,121433,36.3,2,7,4,3,Male,Suburban,SUV,Yes,Yes,Low,No
6695,54,71650,38.5,1,13,14,5,Male,Urban,SUV,No,Yes,Low,No
6696,42,92797,37.7,1,10,19,1,Male,Urban,Sedan,No,No,Low,No
6697,37,103601,5,3,5,8,3,Male,Suburban,Sedan,Yes,No,Low,No
6698,54,77959,55.4,2,3,6,3,Male,Suburban,SUV,Yes,Yes,Low,No
6699,36,84774,54.8,2,2,1,2,Female,Suburban,Sedan,Yes,Yes,Low,No
6700,39,67817,59.2,2,3,8,5,Male,Suburban,Sedan,No,No,Low,No
6701,56,80526,31.6,1,2,7,2,Male,Suburban,Sedan,Yes,Yes,Low,No
6702,36,105534,16.6,2,3,5,5,Male,Suburban,Truck,Yes,Yes,Low,Yes
6703,64,81289,48.2,1,0,6,3,Male,Suburban,Sedan,Yes,No,Low,No
6704,57,143922,5,2,10,8,2,Female,Urban,SUV,Yes,No,Low,No
6705,46,73377,44.4,1,12,18,5,Male,Urban,Sedan,No,Yes,Low,Yes
6706,58,95524,46.6,2,1,3,2,Male,Rural,Hatchback,Yes,No,Low,No
6707,29,67954,46.2,2,7,4,2,Male,Suburban,SUV,Yes,Yes,Low,No
6708,35,87468,35.3,1,11,5,2,Male,Urban,Hatchback,No,Yes,Low,No
6709,41,121433,46.9,4,5,3,4,Male,Suburban,Hatchback,Yes,Yes,Low,Yes
6710,38,104021,51.8,2,2,2,4,Male,Rural,Hatchback,Yes,Yes,Low,No
6711,59,30000,44,1,5,3,3,Female,Suburban,Sedan,Yes,No,Low,No
6712,39,91560,5,1,4,8,1,Male,Suburban,SUV,Yes,Yes,Low,No
6713,48,93066,35.1,2,2,2,3,Female,Rural,Sedan,Yes,Yes,Low,No
6714,57,30000,15.4,1,5,2,2,Male,Suburban,SUV,Yes,No,Low,No
6715,39,30000,34.1,2,6,10,5,Female,Urban,Sedan,No,Yes,Low,No
6716,54,30000,44,1,2,2,3,Male,Rural,Sedan,Yes,No,Low,No
6717,60,30000,39.4,2,2,7,3,Male,Suburban,SUV,Yes,No,Low,No
6718,54,30000,23.5,1,5,2,2,Male,Suburban,SUV,No,No,Medium,No
6719,34,73577,50.6,1,1,3,1,Female,Rural,Sedan,Yes,No,Low,No
6720,27,124823,54.5,2,3,4,4,Male,Suburban,Sedan,Yes,Yes,Low,Yes
6721,66,61828,42.2,3,7,6,5,Female,Suburban,SUV,Yes,Yes,Low,Yes
6722,32,107561,5,1,0,3,1,Female,Rural,SUV,Yes,No,Low,No
6723,68,51906,67.6,2,3,9,4,Female,Urban,Sedan,No,No,Medium,No
6724,69,84562,5,3,2,2,5,Male,Suburban,SUV,Yes,Yes,Low,Yes
6725,58,62266,42.1,2,7,4,5,Male,Suburban,Sedan,Yes,No,Low,No
6726,56,107839,24.2,1,2,12,3,Male,Urban,SUV,Yes,Yes,Low,Yes
6727,28,124928,47.2,2,7,17,5,Male,Urban,Sedan,Yes,Yes,Low,Yes
6728,52,115796,5,2,11,11,5,Male,Urban,SUV,Yes,Yes,Low,Yes
6729,49,136057,16.3,2,10,16,3,Female,Urban,Sedan,No,No,Low,No
6730,45,114870,30.6,2,8,11,5,Male,Urban,Sedan,Yes,Yes,Low,Yes
6731,56,97982,5,1,4,9,2,Male,Suburban,Sedan,No,No,Low,No
6732,36,82768,5,2,3,11,5,Male,Urban,Sedan,No,Yes,Low,Yes
6733,28,93904,45.9,2,5,5,4,Male,Urban,Truck,Yes,No,Low,No
6734,51,103799,23,1,0,6,5,Male,Suburban,SUV,Yes,No,Low,No
6735,59,151713,38.7,1,13,7,1,Female,Urban,Hatchback,Yes,No,Low,No
6736,28,58855,50.5,1,4,5,5,Male,Suburban,Sedan,Yes,No,Low,No
6737,62,88637,32.3,1,7,8,1,Female,Suburban,Sedan,No,Yes,Medium,No
6738,35,30000,46.9,1,6,1,2,Male,Suburban,Sedan,Yes,Yes,Low,No
6739,25,78677,38.7,2,3,7,4,Male,Urban,SUV,No,Yes,Low,Yes
6740,52,90425,44.7,1,0,3,1,Female,Rural,Truck,Yes,No,Low,No
6741,43,156697,54.7,2,6,6,1,Male,Suburban,SUV,Yes,No,Low,No
6742,35,85586,24.5,2,1,2,3,Female,Rural,SUV,Yes,Yes,Low,No
6743,31,67890,22.7,2,11,8,1,Male,Urban,SUV,Yes,Yes,Low,No
6744,56,30000,5,2,5,7,2,Male,Suburban,Sedan,Yes,No,Low,No
6745,55,102743,49.6,1,2,9,5,Male,Urban,Sedan,No,Yes,Medium,No
6746,69,64530,38.7,2,3,8,3,Male,Urban,Sedan,No,Yes,Medium,No
6747,50,126691,56.9,1,5,4,4,Male,Suburban,Sedan,Yes,Yes,Low,No
6748,41,75626,5,1,0,6,4,Male,Suburban,Sedan,Yes,No,Low,No
6749,53,59962,22.3,2,4,17,3,Male,Urban,SUV,No,No,Low,No
6750,38,82665,36.5,2,6,5,4,Female,Suburban,Hatchback,Yes,Yes,Low,No
6751,67,123035,5,2,1,2,2,Female,Rural,SUV,Yes,Yes,Low,No
6752,30,60770,45.6,1,6,5,1,Female,Urban,SUV,Yes,Yes,Low,No
6753,60,80199,33.5,1,2,2,1,Male,Rural,SUV,Yes,No,Low,No
6754,38,107464,35.8,3,0,0,5,Female,Rural,Hatchback,Yes,Yes,Low,Yes
6755,26,87555,5,1,2,8,2,Female,Suburban,Sedan,Yes,Yes,Low,No
6756,45,30000,59.6,2,2,9,1,Male,Suburban,Sedan,Yes,Yes,Low,No
6757,31,79401,46.2,3,2,5,4,Female,Suburban,SUV,Yes,No,Low,No
